name;brzozowski-runtime;brzozowski-parsing;brzozowski-Brzozowski
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08320-3.mata;0.19; 0.0699461; 0.1408
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08320-4.mata;0.13; 0.0643855; 0.0769
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08320-5.mata;0.0; 0.00447225; 0.0009
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08321-1.mata;0.02; 0.0131979; 0.0060
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08321-2.mata;0.0; 0.0244271; 0.0002
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08321-3.mata;0.08; 0.0457376; 0.0431
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08326-1.mata;0.02; 0.0415975; 0.0122
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08326-2.mata;0.26; 0.114564; 0.1703
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08326-3.mata;0.6; 0.212304; 0.4500
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08327-1.mata;0.0; 0.0279648; 0.0005
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08327-2.mata;0.0; 0.02159; 0.0008
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08327-3.mata;0.27; 0.120956; 0.1748
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08327-4.mata;0.1; 0.0632924; 0.0493
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08327-5.mata;0.0; 0.00404581; 0.0005
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08330-1.mata;0.0; 0.00240265; 0.0006
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08330-2.mata;0.0; 0.0196055; 0.0008
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08330-3.mata;0.0; 0.00319522; 0.0004
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08331-1.mata;0.0; 0.00841443; 0.0004
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08331-2.mata;0.0; 0.00570375; 0.0009
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08331-3.mata;1.02; 0.582453; 0.3378
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08331-4.mata;0.44; 0.11794; 0.2974
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08336-1.mata;0.08; 0.0346283; 0.0393
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08336-2.mata;0.01; 0.00789893; 0.0170
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08336-3.mata;0.05; 0.0273712; 0.0234
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08336-4.mata;1.04; 0.607626; 0.3516
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08336-5.mata;0.18; 0.0903771; 0.1199
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08337-1.mata;0.07; 0.0306603; 0.0542
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08337-2.mata;0.02; 0.0159989; 0.0221
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08340-1.mata;0.02; 0.0172663; 0.0162
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08340-2.mata;0.15; 0.0706602; 0.0826
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08340-3.mata;0.04; 0.0249204; 0.0147
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08340-4.mata;0.19; 0.0724099; 0.1345
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08340-5.mata;0.27; 0.0934029; 0.1836
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08341-1.mata;0.0; 0.00431722; 0.0006
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08341-2.mata;0.0; 0.00329141; 0.0009
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08341-3.mata;0.04; 0.0207764; 0.0238
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08346-1.mata;0.0; 0.00324608; 0.0024
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08346-2.mata;0.01; 0.0155982; 0.0043
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08346-3.mata;0.0; 0.00322092; 0.0009
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08347-1.mata;0.05; 0.0262766; 0.0260
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08347-2.mata;0.01; 0.00871263; 0.0040
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08347-3.mata;27.04; 3.54786; 24.2140
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08347-4.mata;0.24; 0.0979224; 0.1483
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08350-1.mata;0.0; 0.00280903; 0.0007
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08350-2.mata;0.0; 0.00156329; 0.0005
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08350-3.mata;0.27; 0.0854501; 0.1836
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08350-4.mata;0.05; 0.00561161; 0.0609
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08351-1.mata;0.0; 0.0170715; 0.0006
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08351-2.mata;0.25; 0.0972155; 0.1906
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08351-3.mata;0.0; 0.00309007; 0.0006
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08356-1.mata;0.05; 0.0247788; 0.0293
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08356-2.mata;0.09; 0.0662214; 0.0195
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08356-3.mata;0.26; 0.117031; 0.1633
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08356-4.mata;0.02; 0.0104171; 0.0094
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08357-1.mata;0.07; 0.036056; 0.0334
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08357-2.mata;0.48; 0.111086; 0.3492
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08357-3.mata;0.0; 0.00368895; 0.0002
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08357-4.mata;0.08; 0.0351057; 0.0469
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08357-5.mata;0.0; 0.0264731; 0.0002
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08360-1.mata;0.01; 0.00420679; 0.0042
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08360-2.mata;0.01; 0.0096853; 0.0074
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08361-1.mata;13.6; 1.04868; 12.5611
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08361-2.mata;0.57; 0.163039; 0.4290
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08361-3.mata;0.06; 0.0283593; 0.0344
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08361-4.mata;0.04; 0.0431243; 0.0134
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08366-1.mata;0.0; 0.00730025; 0.0007
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08366-2.mata;0.11; 0.0410056; 0.0706
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08366-3.mata;0.03; 0.00914768; 0.0265
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08367-1.mata;0.0; 0.00770952; 0.0010
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08367-2.mata;0.23; 0.122547; 0.1124
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08370-1.mata;0.06; 0.0374932; 0.0382
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08370-2.mata;0.01; 0.0211162; 0.0070
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08370-3.mata;0.0; 0.0580444; 0.0007
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08370-4.mata;0.0; 0.0456803; 0.0003
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08371-1.mata;0.0; 0.00364526; 0.0007
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08371-2.mata;0.11; 0.0457018; 0.0705
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08376-1.mata;0.2; 0.0917046; 0.1796
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08376-2.mata;0.08; 0.048141; 0.0401
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08376-3.mata;0.0; 0.00238278; 0.0004
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08377-1.mata;0.21; 0.104656; 0.1556
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08377-2.mata;0.0; 0.00405526; 0.0028
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08382-1.mata;4.22; 3.12109; 1.0823
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08382-2.mata;0.1; 0.042826; 0.0611
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08382-3.mata;0.0; 0.00854843; 0.0002
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08382-4.mata;0.11; 0.0408866; 0.0631
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08382-5.mata;0.3; 0.0861627; 0.2046
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08383-1.mata;0.2; 0.0802311; 0.1282
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08383-2.mata;0.0; 0.00798655; 0.0021
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08383-3.mata;0.0; 0.011327; 0.0006
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08383-4.mata;0.05; 0.0306272; 0.0221
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08383-5.mata;0.14; 0.0568059; 0.0769
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08384-1.mata;0.34; 0.114561; 0.2069
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08384-2.mata;0.01; 0.00745274; 0.0184
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08384-3.mata;0.0; 0.00828504; 0.0077
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08384-4.mata;0.0; 0.00348595; 0.0008
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08385-1.mata;0.15; 0.0606839; 0.0889
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08385-2.mata;0.16; 0.0607435; 0.1052
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08388-1.mata;0.31; 0.0981588; 0.2453
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08388-2.mata;0.22; 0.0699858; 0.1429
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08388-3.mata;0.0; 0.00125417; 0.0002
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08388-4.mata;0.18; 0.0606325; 0.1119
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08389-1.mata;0.0; 0.00656016; 0.0033
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08389-2.mata;0.03; 0.0201082; 0.0151
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08389-3.mata;0.01; 0.00777901; 0.0063
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08392-1.mata;0.61; 0.18864; 0.4105
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08392-2.mata;0.0; 0.00307356; 0.0041
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08393-1.mata;0.09; 0.0420964; 0.0543
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08393-2.mata;0.0; 0.000822358; 0.0001
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08394-1.mata;0.09; 0.0600957; 0.0350
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08394-2.mata;0.03; 0.00737425; 0.0279
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08394-3.mata;0.17; 0.081469; 0.1070
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08394-4.mata;0.0; 0.00188293; 0.0005
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08395-1.mata;0.03; 0.0202851; 0.0161
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08395-2.mata;0.03; 0.017331; 0.0290
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08395-3.mata;0.08; 0.0383765; 0.0395
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08398-1.mata;0.12; 0.0544516; 0.0659
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08398-2.mata;0.06; 0.0339497; 0.0296
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08398-3.mata;0.01; 0.00729272; 0.0024
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08399-1.mata;0.19; 0.0695271; 0.1260
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08399-2.mata;0.11; 0.0513714; 0.0638
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08399-3.mata;0.07; 0.037009; 0.0428
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08399-4.mata;0.06; 0.0326284; 0.0297
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08399-5.mata;0.0; 0.00735687; 0.0005
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08402-1.mata;0.0; 0.00771461; 0.0025
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08402-2.mata;0.44; 0.16861; 0.3248
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08402-3.mata;0.02; 0.00752748; 0.0144
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08402-4.mata;0.0; 0.00288994; 0.0004
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08402-5.mata;0.0; 0.0139967; 0.0012
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08403-1.mata;0.0; 0.0016463; 0.0054
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08403-2.mata;0.06; 0.029267; 0.0295
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08404-1.mata;0.01; 0.0184592; 0.0032
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08404-2.mata;0.0; 0.00468865; 0.0004
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08404-3.mata;0.01; 0.00519122; 0.0073
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08405-1.mata;0.07; 0.0333187; 0.0341
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08405-2.mata;0.0; 0.00742387; 0.0094
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08405-3.mata;0.05; 0.0433161; 0.0233
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08408-1.mata;0.07; 0.0163812; 0.0595
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08408-2.mata;0.01; 0.0119313; 0.0040
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08408-3.mata;0.01; 0.00354612; 0.0029
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08408-4.mata;0.0; 0.00750516; 0.0010
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08408-5.mata;0.0; 0.00293199; 0.0010
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08409-1.mata;0.12; 0.0523417; 0.0749
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08409-2.mata;0.02; 0.0102945; 0.0360
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08412-1.mata;0.14; 0.0701798; 0.0745
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08412-2.mata;0.01; 0.00746844; 0.0107
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08412-3.mata;0.0; 0.00527325; 0.0022
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08412-4.mata;0.05; 0.00607723; 0.0548
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08413-1.mata;0.18; 0.0895919; 0.0878
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08413-2.mata;0.41; 0.163123; 0.3170
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08413-3.mata;0.05; 0.0352483; 0.0299
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08414-1.mata;0.01; 0.00994062; 0.0047
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08414-2.mata;0.02; 0.0232091; 0.0136
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08415-1.mata;0.0; 0.00743509; 0.0005
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08415-2.mata;0.03; 0.0348935; 0.0106
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08415-3.mata;0.0; 0.00343624; 0.0014
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08415-4.mata;0.0; 0.00969377; 0.0002
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08418-1.mata;0.0; 0.00168261; 0.0004
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08418-2.mata;0.0; 0.00563198; 0.0060
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08418-3.mata;0.13; 0.0602834; 0.0754
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08418-4.mata;0.0; 0.00167365; 0.0004
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08419-1.mata;0.0; 0.00449412; 0.0008
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08419-2.mata;0.13; 0.0735987; 0.0555
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08419-3.mata;0.02; 0.0134189; 0.0063
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08419-4.mata;0.0; 0.00584944; 0.0003
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08419-5.mata;0.01; 0.0153652; 0.0008
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08422-1.mata;0.01; 0.0148735; 0.0140
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08422-2.mata;0.11; 0.048045; 0.0565
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08423-1.mata;0.11; 0.0487417; 0.0555
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08423-2.mata;0.04; 0.0286706; 0.0176
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08423-3.mata;0.0; 0.0128282; 0.0006
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08424-1.mata;0.02; 0.00348502; 0.0239
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08424-2.mata;0.36; 0.143858; 0.2904
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08424-3.mata;0.0; 0.00468669; 0.0010
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08424-4.mata;0.11; 0.0607507; 0.0606
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08424-5.mata;0.02; 0.00973348; 0.0185
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08425-1.mata;0.03; 0.0191274; 0.0144
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08425-2.mata;0.05; 0.0461252; 0.0375
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08425-3.mata;0.16; 0.0728054; 0.0856
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08425-4.mata;0.03; 0.0192555; 0.0163
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08425-5.mata;0.0; 0.00384089; 0.0007
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08428-1.mata;0.01; 0.012895; 0.0009
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08428-2.mata;0.01; 0.0100495; 0.0110
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08428-3.mata;0.01; 0.015478; 0.0105
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08428-4.mata;0.12; 0.064062; 0.0661
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08428-5.mata;0.0; 0.00748902; 0.0013
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08429-1.mata;0.0; 0.00458384; 0.0025
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08429-2.mata;0.11; 0.0710607; 0.0516
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08429-3.mata;0.0; 0.0251464; 0.0030
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08432-1.mata;0.0; 0.0154928; 0.0008
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08432-2.mata;0.1; 0.0442921; 0.0722
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08432-3.mata;0.0; 0.00501471; 0.0003
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08432-4.mata;0.05; 0.0320434; 0.0206
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08433-1.mata;0.37; 0.0972344; 0.3017
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08433-2.mata;0.82; 0.187549; 0.6453
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08433-3.mata;0.21; 0.0926905; 0.1550
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08434-1.mata;0.0; 0.00801772; 0.0069
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08434-2.mata;0.02; 0.016863; 0.0126
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08434-3.mata;0.0; 0.00238296; 0.0006
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08435-1.mata;0.1; 0.0433512; 0.0583
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08435-2.mata;0.33; 0.136401; 0.2262
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08435-3.mata;0.0; 0.0109855; 0.0002
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08435-4.mata;0.0; 0.00332902; 0.0013
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08438-1.mata;0.18; 0.0787546; 0.1342
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08438-2.mata;0.34; 0.151701; 0.1964
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08438-3.mata;0.03; 0.0260063; 0.0172
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08438-4.mata;0.18; 0.0844146; 0.1031
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08438-5.mata;0.04; 0.0210802; 0.0215
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08439-1.mata;0.1; 0.0561607; 0.0486
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08439-2.mata;0.01; 0.00625119; 0.0033
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08439-3.mata;0.39; 0.114897; 0.2601
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08439-4.mata;0.03; 0.0124871; 0.0226
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08439-5.mata;0.0; 0.00603524; 0.0038
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08442-1.mata;0.0; 0.0117461; 0.0032
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08442-2.mata;0.03; 0.0399121; 0.0125
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08443-1.mata;0.0; 0.00513716; 0.0011
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08443-2.mata;0.27; 0.0960569; 0.1615
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08443-3.mata;0.0; 0.0109492; 0.0004
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08443-4.mata;0.02; 0.015863; 0.0168
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08444-1.mata;0.03; 0.00723643; 0.0344
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08444-2.mata;0.11; 0.0539357; 0.0614
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08444-3.mata;0.03; 0.0212797; 0.0153
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08444-4.mata;0.14; 0.0565976; 0.0831
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08444-5.mata;0.17; 0.0603284; 0.1101
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08445-1.mata;0.12; 0.05203; 0.0683
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08445-2.mata;0.06; 0.0367365; 0.0365
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08445-3.mata;0.0; 0.00157714; 0.0004
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08445-4.mata;0.0; 0.00243005; 0.0005
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08445-5.mata;0.0; 0.00403389; 0.0012
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08448-1.mata;0.12; 0.0594811; 0.0995
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08448-2.mata;0.01; 0.00798517; 0.0028
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08448-3.mata;0.2; 0.067546; 0.1179
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08448-4.mata;0.0; 0.00788323; 0.0030
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08449-1.mata;0.02; 0.0159309; 0.0174
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08449-2.mata;0.02; 0.0117821; 0.0159
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08449-3.mata;0.16; 0.0893468; 0.0684
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08449-4.mata;0.09; 0.0548088; 0.0352
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08449-5.mata;0.0; 0.0626118; 0.0013
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08452-1.mata;0.38; 0.171262; 0.2791
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08452-2.mata;0.28; 0.0954946; 0.2086
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08452-3.mata;0.02; 0.0185143; 0.0159
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance08452-4.mata;0.0; 0.00617317; 0.0005
